time,falcon_location,dove_location,falcon_id
4662.123497927253,5277.779435115509,5277.788378309319,0
4677.831461195202,5277.792299443169,5277.785992956857,2
4718.672165691869,5277.75644008298,5277.7838671003565,19
4718.672165691869,5277.756222258702,5277.783370673715,19
4718.672165691869,5277.755973126919,5277.782139448506,19
4718.672165691869,5277.7556968250965,5277.779782969036,19
4718.672165691869,5277.721144123028,5277.777214155927,19
4718.672165691869,5277.721223929463,5277.77489545307,19
4734.380128959819,5277.748580646168,5277.770939518447,7
4812.919945299563,5277.748496060015,5277.765543230922,7
4838.052686528282,5277.77440170026,5277.762297330821,15
4872.6102057177695,5277.796384986588,5277.762297330821,9
4891.4597616393075,5277.827112172313,5277.762297330821,3
4894.601354292898,5277.7485534128255,5277.76347930668,7
4897.742946946488,5277.779548136158,5277.767439537375,0
4904.026132253667,5277.73853790086,5277.768318485207,6
4907.167724907257,5277.721289461757,5277.768318485207,19
4907.167724907257,5277.7212880658335,5277.768318485207,19
4907.167724907257,5277.721228194885,5277.764638412824,19
4910.3093175608465,5277.7039908451,5277.75993687818,19
4910.3093175608465,5277.704035402482,5277.755741931347,19
4932.3004661359755,5277.797549592781,5277.751587962209,16
4960.574800018283,5277.725709940916,5277.748888914584,12
4982.565948593412,5277.830738938884,5277.748888914584,0
4982.565948593412,5277.830000788803,5277.748888914584,0
4998.273911861361,5277.829383426822,5277.752677110866,0
4998.273911861361,5277.8288720542805,5277.759957404591,0
4998.273911861361,5277.704461498434,5277.766703293142,19
4998.273911861361,5277.7047747425895,5277.766703293142,19
4998.273911861361,5277.704989155644,5277.766703293142,19
4998.273911861361,5277.705117060552,5277.765926783399,19
4998.273911861361,5277.722295720437,5277.759306097657,19
4998.273911861361,5277.722081796157,5277.753422029028,19
5001.415504514951,5277.85732021098,5277.753422029028,5
5004.55709716854,5277.845311834439,5277.753422029028,0
5007.69868982213,5277.844540812943,5277.753833187792,0
5054.822579625977,5277.843896807216,5277.761802244332,0
5057.964172279567,5277.843364251772,5277.770817559279,0
5086.238506161875,5277.72656608185,5277.778686531155,12
5095.663284122645,5277.722330870252,5277.779074856916,19
5095.663284122645,5277.722489069148,5277.779074856916,19
5095.663284122645,5277.722567752527,5277.779074856916,19
5095.663284122645,5277.739703336736,5277.772929203232,19
5189.911063730338,5277.842573663454,5277.770457998681,0
5202.477434344697,5277.844360254295,5277.770457998681,3
5224.468582919826,5277.831794433375,5277.770457998681,16
5252.7429168021345,5277.842095008791,5277.774863649192,0
5252.7429168021345,5277.896496889547,5277.781719561108,8
5255.884509455724,5277.841859530167,5277.787709067566,0
5255.884509455724,5277.848145605037,5277.796557664012,9
5255.884509455724,5277.841744919277,5277.80443380649,0
5265.309287416493,5277.749168637949,5277.806958153767,7
5268.450880070083,5277.846378945845,5277.809212192201,10
5268.450880070083,5277.875891844233,5277.811329382335,0
5268.450880070083,5277.875431083706,5277.812991859748,0
5268.450880070083,5277.875060974853,5277.816479854854,0
5268.450880070083,5277.874770342503,5277.821631694169,0
5271.5924727236725,5277.87454936415,5277.827446496816,0
5271.5924727236725,5277.874389406371,5277.832594817829,0
5271.5924727236725,5277.7405202691825,5277.83349674884,19
5271.5924727236725,5277.8741360163685,5277.835782763543,0
5271.5924727236725,5277.741234349108,5277.835782763543,19
5271.5924727236725,5277.741797688026,5277.83426646164,19
5271.5924727236725,5277.742228907102,5277.82909754462,19
5271.5924727236725,5277.847876965762,5277.821636874732,9
5274.734065377263,5277.822670952607,5277.815627947197,5
5274.734065377263,5277.847683045119,5277.815627947197,9
5277.875658030853,5277.722508127945,5277.813681347051,6
5277.875658030853,5277.740797335384,5277.811054610517,6
5277.875658030853,5277.873468947443,5277.810681688935,0
5277.875658030853,5277.783942382353,5277.807843980965,7
5284.158843338032,5277.855758874649,5277.807843980965,0
5334.424325795469,5277.804103976465,5277.807843980965,0
5334.424325795469,5277.804497533822,5277.808916888229,0
5337.565918449059,5277.8048749683085,5277.809378107387,0
5337.565918449059,5277.813301368939,5277.809604859826,12
5343.849103756238,5277.8182748494655,5277.80994887068,7
5378.406622945726,5277.742565147803,5277.809604859826,19
5378.406622945726,5277.742797382213,5277.809346661754,19
5378.406622945726,5277.742938573696,5277.806133619166,19
5378.406622945726,5277.760126548265,5277.799874668546,19
5447.521661324701,5277.828617571842,5277.79426161634,10
5450.663253978291,5277.822137447641,5277.793559791728,0
5450.663253978291,5277.82208952053,5277.793559791728,0
5450.663253978291,5277.822081049907,5277.793559791728,0
5450.663253978291,5277.822107059178,5277.796656614352,0
5453.8048466318805,5277.822163174797,5277.799414509277,0
5453.8048466318805,5277.8222455533405,5277.801874244711,0
5516.636699703677,5277.861857762366,5277.804071660262,3
5903.052596095221,5277.845682392519,5277.806038262924,10
5921.90215201676,5277.847523061158,5277.809944135928,9
5921.90215201676,5277.822520752224,5277.814697327406,0
5925.04374467035,5277.828366257838,5277.818157663166,10
5928.185337323939,5277.8009285661265,5277.819343428801,7
6223.49504676138,5277.896406558917,5277.819986693548,3
6374.29149413369,5277.818146323623,5277.820578518137,7
6399.424235362409,5277.874254592987,5277.823647163284,0
6399.424235362409,5277.8739972086205,5277.826763357988,0
6402.565828015999,5277.76056035647,5277.8275758986865,19
6402.565828015999,5277.760877365108,5277.8275758986865,19
6402.565828015999,5277.761092090649,5277.827081820751,19
6402.565828015999,5277.76121729176,5277.824260159824,19
6575.353423963437,5277.861857149959,5277.817423532901,3
6754.424205218055,5277.822137941491,5277.8146504221395,0
6754.424205218055,5277.822352438689,5277.8146504221395,0
6751.282612564465,5277.828348582889,5277.8146504221395,10
6754.424205218055,5277.822590924435,5277.815474121187,0
6754.424205218055,5277.761387973329,5277.815474121187,19
6763.848983178825,5277.814644565988,5277.815474121187,16
6773.273761139594,5277.822755795896,5277.814520438069,0
6902.079059936776,5277.845422105054,5277.814921210945,10
6905.220652590366,5277.828065478536,5277.814921210945,10
6911.503837897545,5277.792026555529,5277.814135773223,15
6990.04365423729,5277.847348130137,5277.815884613733,9
7002.610024851649,5277.817896990183,5277.817288003345,7
7131.41532364883,5277.775172183026,5277.817288003345,15
7297.919734289089,5277.845153204183,5277.817561869363,10
7411.017069818322,5277.827809185745,5277.817792134677,10
7517.831220040375,5277.828767555349,5277.818443681292,18
7919.955079699868,5277.805889778882,5277.818192755587,0
7919.955079699868,5277.806350020372,5277.817618404402,0
7923.096672353458,5277.761541369602,5277.817618404402,19
7923.096672353458,5277.76161265519,5277.8173862378235,19
7923.096672353458,5277.761612147029,5277.813759406369,19
7923.096672353458,5277.761548912113,5277.808099906499,19
7923.096672353458,5277.744304486048,5277.803058052137,19
7926.238265007048,5277.783032640738,5277.798559561061,7
7948.229413582177,5277.792412513912,5277.793610398005,15
8215.264789137309,5277.823560418187,5277.792305451939,0
8215.264789137309,5277.8234659373375,5277.792305451939,0
8215.264789137309,5277.823415776997,5277.792305451939,0
8218.4063817909,5277.823404377054,5277.7954348071025,0
8218.4063817909,5277.761619179516,5277.7975324495255,19
8585.972722260905,5277.741587370933,5277.7975324495255,6
8601.680685528854,5277.8171500411645,5277.7975324495255,7
8909.556765580654,5277.7823515438195,5277.796331621616,7
9157.742585214248,5277.823306153106,5277.795600746489,0
9160.884177867836,5277.846931995277,5277.795600746489,9
9164.025770521426,5277.806198519616,5277.795600746489,0
9164.025770521426,5277.844752315357,5277.79929262619,10
9164.025770521426,5277.827282257142,5277.8022505099,10
9167.167363175016,5277.7616689711795,5277.803285409386,19
9167.167363175016,5277.778776074566,5277.803285409386,19
9167.167363175016,5277.742405498437,5277.803285409386,6
9167.167363175016,5277.760249312591,5277.802721001727,6
9173.450548482197,5277.782220318538,5277.798151722139,7
9173.450548482197,5277.792303261338,5277.793073338537,15
9280.264698704248,5277.846443443338,5277.793073338537,9
9289.689476665018,5277.782162028848,5277.793073338537,7
9453.052294651687,5277.823474651795,5277.793076103885,0
9453.052294651687,5277.823437667164,5277.795739402633,0
9453.052294651687,5277.823437762869,5277.797285647396,0
9588.14077875605,5277.874849553877,5277.79942994095,0
9588.14077875605,5277.874310351667,5277.8020337309235,0
9597.565556716818,5277.816639866941,5277.807143090767,7
9666.680595095793,5277.8738707457505,5277.814389300444,0
9767.211560010666,5277.89647188233,5277.817821131373,3
9943.140748611695,5277.8222449546865,5277.820864266062,0
9943.140748611695,5277.822663364039,5277.82682946288,0
9943.140748611695,5277.827470412104,5277.82969188236,10
9943.140748611695,5277.823058551784,5277.82969188236,0
9974.556675147593,5277.896468250882,5277.830254511902,8
10122.211529866314,5277.862287669559,5277.830254511902,3
10153.627456402211,5277.823570672415,5277.83300540088,0
10178.760197630929,5277.792818279711,5277.834354147013,15
10518.052204218628,5277.823986683544,5277.834354147013,0
10521.193796872218,5277.824382162634,5277.834354147013,0
10587.167242597603,5277.793236717815,5277.83205417902,15
10681.415022205296,5277.793592996892,5277.8312006558435,15
10763.096431198632,5277.82465817436,5277.828772191523,0
10942.167212453249,5277.824930838924,5277.825107957765,0
10942.167212453249,5277.828842342463,5277.823771956488,18
10964.158361028378,5277.793906879954,5277.823393061918,15
11184.069846779663,5277.782196775733,5277.823222576475,7
11397.69814722377,5277.825109627482,5277.8220484939775,0
11598.760077053515,5277.846322171065,5277.8207217007985,9
11608.184855014286,5277.782457517914,5277.819089875788,7
11828.09634076557,5277.846189866913,5277.81862823924,9
11837.521118726341,5277.782700858047,5277.817067323676,7
11894.069786490956,5277.8967865090235,5277.81862823924,3
11900.352971798136,5277.817255255365,5277.820189666947,7
12069.998975091985,5277.876758025842,5277.821723469714,0
12069.998975091985,5277.876424143052,5277.824112060056,0
12249.069756346604,5277.862574515438,5277.826988268408,3
12424.998944947632,5277.824824959681,5277.832017485877,0
12424.998944947632,5277.825264713765,5277.8347959077755,0
12424.998944947632,5277.825679994833,5277.8347959077755,0
12424.998944947632,5277.826073587239,5277.8347959077755,0
12600.92813354866,5277.826447939703,5277.83452123616,0
12629.202467430969,5277.794324879473,5277.833583693201,15
12704.600691117123,5277.8171517412065,5277.832789476672,7
13314.069665913543,5277.827618714213,5277.830359726988,10
13612.520968004574,5277.844891246693,5277.828680766443,10
13615.662560658164,5277.827708889587,5277.828607067308,10
13823.00767579509,5277.794688248785,5277.827718316073,15
13961.237752553041,5277.817009565611,5277.827114115553,7
13967.52093786022,5277.782605631495,5277.82617544787,7
14017.786420317658,5277.82663847389,5277.824763270906,0
14020.928012971246,5277.844892417552,5277.8237485543095,10
14024.069605624836,5277.82763229518,5277.82341993994,10
14036.635976239195,5277.817150795899,5277.823066878979,7
14272.25542525843,5277.846035124678,5277.823066878979,18
14306.812944447918,5277.826899959943,5277.82341993994,0
14325.662500369457,5277.8121271477185,5277.823906733839,15
14338.228870983816,5277.827138970682,5277.824313979932,0
14344.512056290996,5277.827742917845,5277.824653118344,10
14350.795241598174,5277.782750790102,5277.824653118344,7
15082.786329884597,5277.897127734668,5277.824653118344,3
15089.069515191777,5277.8173582739455,5277.824653118344,7
15258.715518485626,5277.878795148962,5277.826106669275,0
15258.715518485626,5277.878466561206,5277.827992815753,0
15437.786299740243,5277.862952884986,5277.830780793581,3
15613.715488341271,5277.826866270929,5277.83542680084,0
15613.715488341271,5277.827303552423,5277.837867165722,0
15613.715488341271,5277.827715169509,5277.837867165722,0
15613.715488341271,5277.828104059703,5277.837867165722,0
15616.857080994861,5277.778951205136,5277.837290708643,19
15616.857080994861,5277.779041440206,5277.836273271603,19
15616.857080994861,5277.779057434428,5277.832721806702,19
15616.857080994861,5277.744755686455,5277.826894949273,19
15616.857080994861,5277.745050140908,5277.821705810789,19
16260.88357498077,5277.896112150262,5277.816628765239,8
16857.78617916283,5277.782811120155,5277.812588515674,7
17061.989701646165,5277.827668360228,5277.811822146174,10
17068.272886953346,5277.844746140656,5277.811822146174,10
17068.272886953346,5277.827393733162,5277.813230695167,10
17112.255184103604,5277.728291803441,5277.813230695167,19
17112.255184103604,5277.728749757845,5277.81153954193,19
17410.706486194635,5277.845559612197,5277.810013050177,18
17435.839227423352,5277.829050792561,5277.807167102168,15
17438.98082007694,5277.817129239515,5277.807167102168,7
17552.078155606174,5277.8794837029145,5277.807167102168,0
17552.078155606174,5277.878912995066,5277.807334059342,0
17555.219748259762,5277.729396002238,5277.810157927809,19
17555.219748259762,5277.747022436041,5277.810157927809,19
17555.219748259762,5277.897301340461,5277.813861343801,3
17624.334786638738,5277.811649488172,5277.815104424142,15
17907.07812546182,5277.794472962538,5277.813798265555,15
17919.64449607618,5277.862790320808,5277.813798265555,3
17969.90997853362,5277.811817286583,5277.815104424142,15
17979.334756494387,5277.782632111585,5277.815104424142,7
18095.57368467721,5277.826948068486,5277.815005873979,0
18095.57368467721,5277.827066702175,5277.815754057774,0
18095.57368467721,5277.827200087209,5277.816921287774,0
18098.715277330797,5277.7473559532855,5277.815754057774,19
18098.715277330797,5277.747582274947,5277.814385092944,19
18098.715277330797,5277.74771477152,5277.81253180523,19
18098.715277330797,5277.730638761577,5277.8065756649785,19
18409.73295003619,5277.8269817581,5277.800184655949,0
18441.148876572086,5277.794361112019,5277.795596542794,15
18588.803731290805,5277.826821349707,5277.795596542794,0
18591.945323944397,5277.730917948167,5277.793995978071,19
18591.945323944397,5277.76534898896,5277.7921602296665,19
20476.90091609827,5277.8265799003175,5277.792916660694,0
20480.04250875186,5277.809272602501,5277.7928026240825,0
20480.04250875186,5277.845759750645,5277.7928026240825,9
20489.467286712632,5277.765477039811,5277.7928026240825,7
20495.75047201981,5277.809370711212,5277.794728591694,0
20530.307991209298,5277.827148975912,5277.796450996581,10
20533.449583862886,5277.844078433752,5277.798289926109,10
20533.449583862886,5277.82659692732,5277.799914446759,10
20542.87436182366,5277.782906955972,5277.802635474771,7
20558.582325091607,5277.86229681377,5277.805001857854,18
20564.865510398784,5277.809669511127,5277.806335332478,0
20564.865510398784,5277.809960340463,5277.809152771503,0
20564.865510398784,5277.827370423916,5277.810860051369,0
20564.865510398784,5277.76536840155,5277.810860051369,19
20568.007103052376,5277.827379976638,5277.810860051369,0
20568.007103052376,5277.845548021272,5277.810860051369,9
20621.414178163403,5277.783059548945,5277.8105187564815,7
20718.803550424687,5277.760929447845,5277.809934394057,6
20734.511513692636,5277.828659315729,5277.8085606914965,15
20784.77699615007,5277.843630092222,5277.809934394057,10
20800.48495941802,5277.8691447576,5277.810806394358,11
20803.62655207161,5277.748327568354,5277.810179534811,19
20929.290258215202,5277.878803594693,5277.810756880534,0
20929.290258215202,5277.878271809816,5277.814480915136,0
20932.43185086879,5277.748721930789,5277.816778495023,19
20932.43185086879,5277.749000406272,5277.816778495023,19
20932.43185086879,5277.749177424445,5277.813054460421,19
20932.43185086879,5277.749265667494,5277.812346786158,19
21108.36103946982,5277.897025640834,5277.808063196122,3
21142.91855865931,5277.794035249698,5277.8066863397735,15
21237.166338267,5277.828354210213,5277.8066863397735,15
21284.290228070848,5277.826250075353,5277.8066863397735,0
21284.290228070848,5277.826319590025,5277.807900682278,0
21284.290228070848,5277.826410610132,5277.809358181257,0
21287.43182072444,5277.74950209802,5277.809358181257,19
21287.43182072444,5277.749642010968,5277.809358181257,19
21287.43182072444,5277.749697492068,5277.808495263667,19
21287.43182072444,5277.749679163044,5277.803571628139,19
21287.43182072444,5277.749596358673,5277.797725639855,19
21463.36100932547,5277.862163482786,5277.794469492603,3
22540.927289506766,5277.7495667905305,5277.792013359026,19
22540.927289506766,5277.766600681873,5277.789605613599,19
22547.210474813946,5277.895534786405,5277.789605613599,8
23681.32542275986,5277.826320920651,5277.791559406749,0
23684.46701541345,5277.843235829176,5277.796238091818,10
23684.46701541345,5277.825782732305,5277.800017216225,10
23700.1749786814,5277.861735198384,5277.803787276547,18
24061.458133844226,5277.82643746286,5277.807119265854,0
24064.599726497814,5277.84293626369,5277.81109306542,10
24067.741319151406,5277.825651375579,5277.81467138688,10
24096.01565303371,5277.793890947325,5277.815870012861,15
24121.148394262433,5277.877962615756,5277.817366178084,0
24121.148394262433,5277.877520163413,5277.818734923991,0
24121.148394262433,5277.766811172019,5277.8206830203735,19
24121.148394262433,5277.766928454777,5277.8206830203735,19
24124.28998691602,5277.766964214533,5277.819314274467,19
24124.28998691602,5277.766928720208,5277.819235403776,19
24124.28998691602,5277.783957429046,5277.813564334332,19
24124.28998691602,5277.78360541416,5277.808508341459,19
24297.07758286346,5277.896477714112,5277.808508341459,3
24391.325362471154,5277.885148671928,5277.808508341459,11
24473.00677146449,5277.82566390159,5277.808979793074,0
